path,writer_id,orig_class,label_class,class_idx,split,included,exclude_reason,ruling_source,forced_train,is_split_canonical,sha_group_id
161/bc_001sg_3_118.jpg,bc_001,161,161,0,val,True,,,False,True,41830
161/bc_001sg_3_140.jpg,bc_001,161,161,0,val,True,,,False,True,18783
161/bc_001sg_3_142.jpg,bc_001,161,161,0,val,True,,,False,True,47751
161/bc_001sg_3_32.jpg,bc_001,161,161,0,val,True,,,False,True,36890
161/bc_001sg_3_42.jpg,bc_001,161,161,0,val,True,,,False,True,37400
161/bc_001sg_3_96.jpg,bc_001,161,161,0,val,True,,,False,True,1643
161/bc_001sg_8_0.jpg,bc_001,161,161,0,val,True,,,False,True,12983
161/bc_001sg_8_21.jpg,bc_001,161,161,0,val,True,,,False,True,48395
161/bc_001sg_9_129.jpg,bc_001,161,161,0,val,True,,,False,True,3732
161/bc_001sg_9_184.jpg,bc_001,161,161,0,val,True,,,False,True,34305
161/bc_001sg_9_217.jpg,bc_001,161,161,0,val,True,,,False,True,28990
161/bc_001sg_9_304.jpg,bc_001,161,161,0,val,True,,,False,True,49895
161/bc_001sg_9_326.jpg,bc_001,161,161,0,val,True,,,False,True,56732
161/bc_001sg_9_365.jpg,bc_001,161,161,0,val,True,,,False,True,43611
161/bc_001sg_9_373.jpg,bc_001,161,161,0,val,True,,,False,True,50152
161/bc_001sg_9_387.jpg,bc_001,161,161,0,val,True,,,False,True,6844
161/bc_001sg_9_390.jpg,bc_001,161,161,0,val,True,,,False,True,26768
161/bc_001sg_9_404.jpg,bc_001,161,161,0,val,True,,,False,True,38781
161/bc_001sg_9_54.jpg,bc_001,161,161,0,val,True,,,False,True,38515
161/bc_001sg_9_73.jpg,bc_001,161,161,0,val,True,,,False,True,24092
161/bc_001sg_9_85.jpg,bc_001,161,161,0,val,True,,,False,True,25232
161/bc_001tg_7_0.jpg,bc_001,161,161,0,val,True,,,False,True,1584
161/bc_001tg_7_18.jpg,bc_001,161,161,0,val,True,,,False,True,2592
161/bc_001tg_8_140.jpg,bc_001,161,161,0,val,True,,,False,True,49327
161/bc_001tg_8_196.jpg,bc_001,161,161,0,val,True,,,False,True,36286
161/bc_001tg_8_229.jpg,bc_001,161,161,0,val,True,,,False,True,39784
161/bc_001tg_8_323.jpg,bc_001,161,161,0,val,True,,,False,True,1145
161/bc_001tg_8_345.jpg,bc_001,161,161,0,val,True,,,False,True,19705
161/bc_001tg_8_385.jpg,bc_001,161,161,0,val,True,,,False,True,15002
161/bc_001tg_8_394.jpg,bc_001,161,161,0,val,True,,,False,True,31744
161/bc_001tg_8_408.jpg,bc_001,161,161,0,val,True,,,False,True,39791
161/bc_001tg_8_411.jpg,bc_001,161,161,0,val,True,,,False,True,50081
161/bc_001tg_8_425.jpg,bc_001,161,161,0,val,True,,,False,True,3633
161/bc_001tg_8_58.jpg,bc_001,161,161,0,val,True,,,False,True,51486
161/bc_001tg_8_77.jpg,bc_001,161,161,0,val,True,,,False,True,7143
161/bc_001tg_8_89.jpg,bc_001,161,161,0,val,True,,,False,True,8237
161/bc_001tg_9_109.jpg,bc_001,161,161,0,val,True,,,False,True,14063
161/bc_001tg_9_135.jpg,bc_001,161,161,0,val,True,,,False,True,34530
161/bc_001tg_9_160.jpg,bc_001,161,161,0,val,True,,,False,True,25660
161/bc_001tg_9_162.jpg,bc_001,161,161,0,val,True,,,False,True,24833
161/bc_001tg_9_40.jpg,bc_001,161,161,0,val,True,,,False,True,47668
161/bc_001tg_9_51.jpg,bc_001,161,161,0,val,True,,,False,True,32023
161/bc_002sg_10_133.jpg,bc_002,161,161,0,train,True,,,False,True,38350
161/bc_002sg_10_68.jpg,bc_002,161,161,0,train,True,,,False,True,13176
161/bc_002sg_10_90.jpg,bc_002,161,161,0,train,True,,,False,True,8154
161/bc_002sg_3_71.jpg,bc_002,161,161,0,train,True,,,False,True,46539
161/bc_002sg_4_133.jpg,bc_002,161,161,0,train,True,,,False,True,17548
161/bc_002sg_4_158.jpg,bc_002,161,161,0,train,True,,,False,True,11592
161/bc_002sg_4_161.jpg,bc_002,161,161,0,train,True,,,False,True,59172
161/bc_002sg_4_183.jpg,bc_002,161,161,0,train,True,,,False,True,5541
161/bc_002sg_4_187.jpg,bc_002,161,161,0,train,True,,,False,True,27562
161/bc_002sg_4_190.jpg,bc_002,161,161,0,train,True,,,False,True,6960
161/bc_002sg_4_220.jpg,bc_002,161,161,0,train,True,,,False,True,45236
161/bc_002sg_5_120.jpg,bc_002,161,161,0,train,True,,,False,True,24806
161/bc_002sg_5_131.jpg,bc_002,161,161,0,train,True,,,False,True,19312
161/bc_002sg_5_146.jpg,bc_002,161,161,0,train,True,,,False,True,10182
161/bc_002sg_5_178.jpg,bc_002,161,161,0,train,True,,,False,True,14319
161/bc_002sg_5_233.jpg,bc_002,161,161,0,train,True,,,False,True,59491
161/bc_002sg_5_236.jpg,bc_002,161,161,0,train,True,,,False,True,43153
161/bc_002sg_5_242.jpg,bc_002,161,161,0,train,True,,,False,True,43683
161/bc_002sg_5_255.jpg,bc_002,161,161,0,train,True,,,False,True,41533
161/bc_002sg_5_273.jpg,bc_002,161,161,0,train,True,,,False,True,12233
161/bc_002sg_5_278.jpg,bc_002,161,161,0,train,True,,,False,True,23957
161/bc_002sg_5_310.jpg,bc_002,161,161,0,train,True,,,False,True,29083
161/bc_002sg_5_37.jpg,bc_002,161,161,0,train,True,,,False,True,59351
161/bc_002sg_5_47.jpg,bc_002,161,161,0,train,True,,,False,True,22336
161/bc_002sg_5_52.jpg,bc_002,161,161,0,train,True,,,False,True,19999
161/bc_002sg_5_69.jpg,bc_002,161,161,0,train,True,,,False,True,53252
161/bc_002sg_5_81.jpg,bc_002,161,161,0,train,True,,,False,True,52273
161/bc_002sg_6_106.jpg,bc_002,161,161,0,train,True,,,False,True,43744
161/bc_002sg_6_130.jpg,bc_002,161,161,0,train,True,,,False,True,37576
161/bc_002sg_6_135.jpg,bc_002,161,161,0,train,True,,,False,True,8681
161/bc_002sg_6_23.jpg,bc_002,161,161,0,train,True,,,False,True,53290
161/bc_002sg_6_29.jpg,bc_002,161,161,0,train,True,,,False,True,34295
161/bc_002sg_6_34.jpg,bc_002,161,161,0,train,True,,,False,True,2228
161/bc_002sg_6_37.jpg,bc_002,161,161,0,train,True,,,False,True,11973
161/bc_002sg_6_73.jpg,bc_002,161,161,0,train,True,,,False,True,10664
161/bc_002sg_6_94.jpg,bc_002,161,161,0,train,True,,,False,True,30870
161/bc_002sg_7_42.jpg,bc_002,161,161,0,train,True,,,False,True,52279
161/bc_002sg_7_91.jpg,bc_002,161,161,0,train,True,,,False,True,21163
161/bc_002sg_8_112.jpg,bc_002,161,161,0,train,True,,,False,False,19312
161/bc_002sg_8_116.jpg,bc_002,161,161,0,train,True,,,False,True,53569
161/bc_002sg_8_119.jpg,bc_002,161,161,0,train,True,,,False,True,47212
161/bc_002sg_8_125.jpg,bc_002,161,161,0,train,True,,,False,True,42408
161/bc_002sg_8_171.jpg,bc_002,161,161,0,train,True,,,False,True,6484
161/bc_002sg_8_227.jpg,bc_002,161,161,0,train,True,,,False,True,12248
161/bc_002sg_8_234.jpg,bc_002,161,161,0,train,True,,,False,True,9890
161/bc_002sg_8_59.jpg,bc_002,161,161,0,train,True,,,False,True,58736
161/bc_002sg_8_91.jpg,bc_002,161,161,0,train,True,,,False,True,57345
161/bc_002tg_10_115.jpg,bc_002,161,161,0,train,True,,,False,True,52409
161/bc_002tg_10_164.jpg,bc_002,161,161,0,train,True,,,False,True,21255
161/bc_002tg_10_88.jpg,bc_002,161,161,0,train,True,,,False,True,39461
161/bc_002tg_3_74.jpg,bc_002,161,161,0,train,True,,,False,True,26048
161/bc_002tg_4_152.jpg,bc_002,161,161,0,train,True,,,False,True,23395
161/bc_002tg_4_179.jpg,bc_002,161,161,0,train,True,,,False,True,29490
161/bc_002tg_4_182.jpg,bc_002,161,161,0,train,True,,,False,True,59110
161/bc_002tg_4_210.jpg,bc_002,161,161,0,train,True,,,False,True,58590
161/bc_002tg_4_214.jpg,bc_002,161,161,0,train,True,,,False,True,40890
161/bc_002tg_4_217.jpg,bc_002,161,161,0,train,True,,,False,True,45176
161/bc_002tg_4_249.jpg,bc_002,161,161,0,train,True,,,False,True,9245
161/bc_002tg_5_119.jpg,bc_002,161,161,0,train,True,,,False,True,42915
161/bc_002tg_5_131.jpg,bc_002,161,161,0,train,True,,,False,True,53318
161/bc_002tg_5_150.jpg,bc_002,161,161,0,train,True,,,False,True,4505
161/bc_002tg_5_188.jpg,bc_002,161,161,0,train,True,,,False,True,15676
161/bc_002tg_5_249.jpg,bc_002,161,161,0,train,True,,,False,True,720
161/bc_002tg_5_252.jpg,bc_002,161,161,0,train,True,,,False,True,6355
161/bc_002tg_5_260.jpg,bc_002,161,161,0,train,True,,,False,True,33067
161/bc_002tg_5_275.jpg,bc_002,161,161,0,train,True,,,False,True,14464
161/bc_002tg_5_295.jpg,bc_002,161,161,0,train,True,,,False,True,39042
161/bc_002tg_5_301.jpg,bc_002,161,161,0,train,True,,,False,True,11961
161/bc_002tg_5_335.jpg,bc_002,161,161,0,train,True,,,False,True,22544
161/bc_002tg_5_35.jpg,bc_002,161,161,0,train,True,,,False,True,31396
161/bc_002tg_5_45.jpg,bc_002,161,161,0,train,True,,,False,True,27370
161/bc_002tg_5_51.jpg,bc_002,161,161,0,train,True,,,False,True,47138
